,year,city_host,country_code,list_country,nb_country,list_sports,nb_sports,list_athletes,nb_athletes,list_men,nb_men,list_women,nb_women
0,1956,Melbourne,AUS,"['AFG' 'BER' 'COL' 'TPE' 'CHI' 'ETH' 'FIJ' 'CUB' 'BUL' 'GUY' 'ARG' 'BEL'
 'INA' 'HKG' 'BRA' 'TCH' 'ISL' 'DEN' 'ISR' 'AUT' 'IRI' 'JAM' 'LBR' 'KEN'
 'MAL' 'IRL' 'IND' 'GRE' 'NBO' 'AUS' 'MYA' 'LUX' 'FIN' 'NGR' 'PAK' 'PER'
 'PHI' 'PUR' 'CAN' 'MEX' 'HUN' 'POR' 'VNM' 'NZL' 'SGP' 'SRI' 'GER' 'JPN'
 'BAH' 'RSA' 'THA' 'TTO' 'UGA' 'NOR' 'KOR' 'ROU' 'GBR' 'ITA' 'URU' 'POL'
 'FRA' 'TUR' 'VEN' 'URS' 'YUG' 'SWE' 'USA']",67.0,"['Fencing' 'Athletics' 'Wrestling' 'Swimming' 'Shooting' 'Cycling Road'
 'Rowing' 'Boxing' 'Football' 'Artistic Gymnastics' 'Sailing'
 'Cycling Track' 'Water Polo' 'Diving' 'Modern Pentathlon'
 'Canoe Marathon' 'Weightlifting' 'Hockey' 'Australian Rules Football'
 'Canoe Sprint' 'Baseball' 'Basketball']",22.0,[17328 17330 17336 ... 60662 60576 60677],3390.0,[17328 17330 17336 ... 60662 60576 60677],3014.0,"[ 66337 120048  66724  28143  28180  28179  70952  64361  45470  45450
  45461  48262  48264  45582  29159 102449  29149 102614  29141  29112
  76575  76563  77826  76562  76547 922329  50524   9420  46280  20594
  46266  48353  64849  64835   9048  45351  20521  48914  73352  71482
  71363  28056  28053  28065  64506  64551  64579  64504  64580  64498
  64555  64548  64482  64499  64486  64585  64532  64540  64590  64489
  64527  64501  64591  64525  64519   8976  45083  45005  45061  45112
  20504  20501  20499  45044  45020  45073  45099  45048  45045  45018
 922005  45008  45225  45122  45037  45000  45049  28828   9521  74512
  74522  49706  49708  28224  65861  65907  65880  65870  65876  65939
  65853  45829  45797  45879  45858  45895  45749  45785  20845  49105
  49099  28630  28661  28633  28606  28619  28631  71041  71087  10025
  20735  20751  48101  48145  48137  48135  48119  48139  48134  48127
  48108  74286  74262  74288  74284  49604  49589  49611  49588  75571
  75572  69742  69694  69986  69987  70095  69704  69979  70024  70007
  70126  69701  70045  69960  69718   9886  47688  47541  47681  47697
  47679  47734  47664  47548  47497  28796  28761  28794  28787  28767
  28789  72412 138440  72406  48718  48622  48633  48697  48700  48720
  48689  75240  75231  49982  49988  49981  49973  29018  29017  29014
  29045  29020  29033  75095  75130  20912  20913  49925  28446  68598
  68652  68751  68772  68761  68798  68681  68682  68745  68607  68650
   9693  47092  47167  20682  20672  47058  47017  47032  47042  47014
  47061  47035  47037  47107  28693  28734  28694  28691  28713  28712
  71774  71787  71793  71741  71769  71792  20785  20780  48465  28948
  28929  28945  28925  28956  28954  74626  74629  70089  74631  74595
  74596  64588  10462  49755  28413  28375  67911  67947  67959  67962
  67996   9583  46760  20626  20621  20652  46787  46722  46734  46785
  46726  46748  29198  29204  29202  29188  29175  29189  77332  77215
  77290  77204  77214  77237  77174  77196  77160  77328  77221  77276
  77155  77303  77330  77336  77182  77156  77292  77210  77209  77230
  10930  50753  50718  50677  50766  50773  50689  20965  20973  20977
  50708  79361  79377  51704  29088  29103  29090  29097  29085  29094
  75996  75979  50230  50222  50257  50250  50215  50273  50333  29280
  29237  29276  29256  29243  29250  77796  77820  78013  77958  77819
  77922  77798  77951  77907 923372  77910  77831  78009  77769  77985
  77804  77893  77896  77746  78005  51112  51209  51030  51208  51135
  21021  21009  21001 120017  51107  51195  51174  51191  51037  50973
  51085  50994  51134  51108  51185  51161]",376.0
1,2000,Sydney,AUS,"['ARU' 'BAN' 'BHU' 'ASA' 'ANT' 'BRN' 'BEN' 'BIZ' 'BAR' 'ALB' 'ANG' 'BRU'
 'AZE' 'ARM' 'BDI' 'CPV' 'BOT' 'IVB' 'BIH' 'BUR' 'AND' 'CAM' 'BER' 'BOL'
 'ALG' 'CAY' 'CAF' 'COM' 'CHA' 'COK' 'CMR' 'CGO' 'BLR' 'CIV' 'COD' 'DJI'
 'DMA' 'CRC' 'CYP' 'GEQ' 'ERI' 'ESA' 'PRK' 'DOM' 'COL' 'CRO' 'ECU' 'FSM'
 'SWZ' 'TPE' 'GAB' 'CHI' 'ETH' 'FIJ' 'CZE' 'GRN' 'GEO' 'GUM' 'CUB' 'GBS'
 'EST' 'GHA' 'GUI' 'BUL' 'EGY' 'IOA' 'GUY' 'GUA' 'HAI' 'HON' 'ARG' 'BEL'
 'IRQ' 'JOR' 'INA' 'HKG' 'BRA' 'ISL' 'KSA' 'DEN' 'ISR' 'AUT' 'LAO' 'IRI'
 'KUW' 'KGZ' 'JAM' 'LES' 'LBA' 'LBR' 'KEN' 'KAZ' 'IRL' 'MAW' 'IND' 'MDV'
 'MAD' 'MTN' 'MLI' 'GRE' 'MRI' 'MLT' 'LBN' 'LTU' 'LIE' 'MAS' 'NRU' 'MOZ'
 'NAM' 'LAT' 'AUS' 'MYA' 'LUX' 'NEP' 'AHO' 'MON' 'NCA' 'NIG' 'FIN' 'MKD'
 'PLW' 'OMA' 'PLE' 'MGL' 'MAR' 'PNG' 'PAR' 'PAN' 'QAT' 'NGR' 'PAK' 'MDA'
 'PER' 'RWA' 'SKN' 'LCA' 'PHI' 'VIN' 'SAM' 'STP' 'PUR' 'CAN' 'MEX' 'SCG'
 'SEY' 'HUN' 'SLE' 'SMR' 'SEN' 'POR' 'SOL' 'SOM' 'NZL' 'SGP' 'SUR' 'SUD'
 'TJK' 'SRI' 'SYR' 'GER' 'SVK' 'GAM' 'SLO' 'TOG' 'TGA' 'TKM' 'JPN' 'BAH'
 'RUS' 'UAE' 'RSA' 'THA' 'TTO' 'TUN' 'UGA' 'NOR' 'TAN' 'KOR' 'ROU' 'VAN'
 'YEM' 'CHN' 'VIE' 'NED' 'ISV' 'UZB' 'ZAM' 'GBR' 'ITA' 'URU' 'ZIM' 'POL'
 'FRA' 'TUR' 'VEN' 'UKR' 'ESP' 'SUI' 'SWE' 'USA']",200.0,"['Cycling Road' 'Athletics' 'Taekwondo' 'Sailing' 'Wrestling' 'Swimming'
 'Weightlifting' 'Modern Pentathlon' 'Table Tennis' 'Equestrian Dressage'
 'Boxing' 'Archery' 'Rowing' 'Diving' 'Canoe Sprint' 'Judo'
 'Cycling Track' 'Fencing' 'Artistic Swimming' 'Tennis' 'Shooting'
 'Artistic Gymnastics' 'Water Polo' 'Badminton' 'Equestrian Eventing'
 'Handball' 'Volleyball' 'Beach Volleyball' 'Hockey' 'Rhythmic Gymnastics'
 'Basketball' 'Canoe Slalom' 'Triathlon' 'Equestrian Jumping' 'Football'
 'Softball' 'Cycling Mountain Bike' 'Trampolining' 'Baseball']",39.0,[83241 83240 91878 ... 95118 60613 95177],10832.0,[83241 91878 93253 ... 95118 60613 95177],6688.0,[83240 93254 83308 ... 94987 94990 94989],4144.0
2,1920,Antwerpen,BEL,"['CHI' 'EST' 'EGY' 'ARG' 'BEL' 'BRA' 'TCH' 'DEN' 'IND' 'GRE' 'AUS' 'LUX'
 'MON' 'FIN' 'CAN' 'POR' 'NZL' 'JPN' 'RSA' 'NOR' 'NED' 'GBR' 'ITA' 'FRA'
 'YUG' 'ESP' 'SUI' 'SWE' 'USA']",29.0,"['Boxing' 'Shooting' 'Diving' 'Athletics' 'Swimming' 'Equestrian Jumping'
 'Cycling Track' 'Sailing' 'Wrestling' 'Weightlifting' 'Fencing' 'Hockey'
 'Figure Skating' 'Art Competitions' 'Artistic Gymnastics' 'Water Polo'
 'Tennis' 'Football' 'Cycling Road' 'Rowing' 'Rugby' 'Ice Hockey' 'Polo'
 'Equestrian Eventing' 'Archery' 'Tug-Of-War' 'Equestrian Vaulting'
 'Korfball' 'Modern Pentathlon' 'Equestrian Dressage']",30.0,[66357 66386 67352 ... 60703 60736 60712],2879.0,[66357 66386 67352 ... 60703 60736 60712],2773.0,"[  81285   45474     668     664     669     672     666     673     670
     671    2646   46261   46297    2358    2361   45007   81010   49614
   49984   49535   49527   81855   81212   82324    1030  901995  901969
  901970  902006  901966  901975  901984  902003  902000  901997  901976
  901980   49298  902052  902048  902056  902053   49352  902051  902054
  902598  902055  902047  902046  902049   49301   46963   47169   81419
   81885   80610   61084   47071   47101   46977   47126   47067   47138
      53      59      60      39     808     813  920282   82249   46710
   46741   46789    2455    2447    2461 1805025 1805023   50297   50276
   50221   50211   81426   81948   50245   50223   50291   50288    2594
    2602    2597   51168   51228   51147   50951   51039   51119   51102
   80676   50967   51040   51182   50972   51243   51220]",106.0
3,2016,Rio de Janeiro,BRA,"['ARU' 'BAN' 'BHU' 'ASA' 'ANT' 'BRN' 'BEN' 'BIZ' 'BAR' 'ALB' 'ANG' 'AFG'
 'BRU' 'AZE' 'ARM' 'BDI' 'CPV' 'BOT' 'IVB' 'BIH' 'BUR' 'AND' 'CAM' 'BER'
 'BOL' 'ALG' 'CAY' 'CAF' 'COM' 'CHA' 'COK' 'CMR' 'CGO' 'BLR' 'CIV' 'COD'
 'DJI' 'DMA' 'CRC' 'CYP' 'GEQ' 'ERI' 'ESA' 'PRK' 'DOM' 'COL' 'CRO' 'ECU'
 'FSM' 'SWZ' 'TPE' 'GAB' 'CHI' 'ETH' 'FIJ' 'CZE' 'GRN' 'GEO' 'GUM' 'CUB'
 'GBS' 'EST' 'GHA' 'GUI' 'BUL' 'EGY' 'IOA' 'GUY' 'GUA' 'HAI' 'HON' 'ARG'
 'BEL' 'IRQ' 'JOR' 'INA' 'HKG' 'BRA' 'KIR' 'KOS' 'ISL' 'KSA' 'DEN' 'ISR'
 'AUT' 'LAO' 'IRI' 'KGZ' 'JAM' 'LES' 'LBA' 'LBR' 'KEN' 'KAZ' 'IRL' 'MHL'
 'MAW' 'IND' 'MDV' 'MAD' 'MTN' 'MLI' 'GRE' 'MRI' 'MLT' 'LBN' 'MNE' 'LTU'
 'LIE' 'MAS' 'NRU' 'MOZ' 'NAM' 'LAT' 'AUS' 'MYA' 'LUX' 'NEP' 'MON' 'NCA'
 'NIG' 'FIN' 'MKD' 'PLW' 'OMA' 'PLE' 'MGL' 'MAR' 'PNG' 'EOR' 'PAR' 'PAN'
 'QAT' 'NGR' 'PAK' 'MDA' 'PER' 'RWA' 'SKN' 'LCA' 'PHI' 'VIN' 'SAM' 'STP'
 'PUR' 'CAN' 'MEX' 'SEY' 'HUN' 'SLE' 'SSD' 'SRB' 'SMR' 'SEN' 'POR' 'SOL'
 'SOM' 'NZL' 'SGP' 'SUR' 'SUD' 'TJK' 'SRI' 'SYR' 'GER' 'SVK' 'TLS' 'GAM'
 'SLO' 'TOG' 'TGA' 'TKM' 'JPN' 'TUV' 'BAH' 'RUS' 'UAE' 'RSA' 'THA' 'TTO'
 'TUN' 'UGA' 'NOR' 'TAN' 'KOR' 'ROU' 'VAN' 'YEM' 'CHN' 'VIE' 'NED' 'ISV'
 'UZB' 'ZAM' 'GBR' 'ITA' 'URU' 'ZIM' 'POL' 'FRA' 'TUR' 'VEN' 'UKR' 'ESP'
 'SUI' 'SWE' 'USA']",207.0,"['Athletics' 'Archery' 'Fencing' 'Cycling Track' 'Wrestling' 'Hockey'
 'Weightlifting' 'Shooting' 'Judo' 'Swimming' 'Canoe Sprint' 'Sailing'
 'Artistic Gymnastics' 'Modern Pentathlon' 'Marathon Swimming' 'Badminton'
 'Tennis' 'Rugby Sevens' 'Cycling BMX Racing' 'Equestrian Jumping'
 'Taekwondo' 'Rhythmic Gymnastics' 'Water Polo' 'Basketball'
 'Artistic Swimming' 'Equestrian Dressage' 'Triathlon' 'Golf' 'Boxing'
 'Football' 'Cycling Road' 'Volleyball' 'Beach Volleyball' 'Rowing'
 'Canoe Slalom' 'Trampolining' 'Diving' 'Table Tennis'
 'Equestrian Eventing' 'Cycling Mountain Bike' 'Handball']",41.0,[123317 124743 128937 ... 132194 126543 132192],11406.0,[123317 132447 132448 ... 136402 136404 126748],6269.0,[124743 128937 128938 ... 132194 126543 132192],5137.0
4,1976,Montréal,CAN,"['ANT' 'BIZ' 'BAR' 'AND' 'BER' 'BOL' 'CAY' 'CMR' 'CIV' 'CRC' 'PRK' 'DOM'
 'COL' 'ECU' 'CHI' 'FIJ' 'CUB' 'GDR' 'BUL' 'EGY' 'GUA' 'HAI' 'HON' 'ARG'
 'BEL' 'INA' 'HKG' 'BRA' 'TCH' 'ISL' 'KSA' 'DEN' 'ISR' 'AUT' 'IRI' 'KUW'
 'JAM' 'IRL' 'IND' 'GRE' 'LBN' 'LIE' 'MAS' 'AUS' 'LUX' 'NEP' 'AHO' 'MON'
 'NCA' 'FIN' 'MGL' 'MAR' 'PNG' 'PAR' 'PAN' 'PAK' 'PER' 'PHI' 'PUR' 'CAN'
 'MEX' 'HUN' 'SMR' 'SEN' 'POR' 'NZL' 'SGP' 'SUR' 'JPN' 'BAH' 'THA' 'TTO'
 'TUN' 'NOR' 'KOR' 'ROU' 'NED' 'ISV' 'GBR' 'ITA' 'URU' 'POL' 'FRA' 'TUR'
 'VEN' 'URS' 'FRG' 'YUG' 'ESP' 'SUI' 'SWE' 'USA']",92.0,"['Boxing' 'Artistic Gymnastics' 'Swimming' 'Rowing' 'Canoe Sprint'
 'Athletics' 'Judo' 'Shooting' 'Sailing' 'Wrestling' 'Weightlifting'
 'Diving' 'Modern Pentathlon' 'Volleyball' 'Cycling Road' 'Handball'
 'Equestrian Eventing' 'Equestrian Jumping' 'Hockey' 'Fencing'
 'Cycling Track' 'Basketball' 'Archery' 'Water Polo' 'Football'
 'Equestrian Dressage']",26.0,[64348 64357 64351 ... 60733 60655 60669],6220.0,[64348 64357 64351 ... 60733 60655 60669],4912.0,[65058 65060 65357 ... 51128 51235 51045],1308.0
5,2008,Beijing,CHN,"['ARU' 'BAN' 'BHU' 'ASA' 'ANT' 'BRN' 'BEN' 'BIZ' 'BAR' 'ALB' 'ANG' 'AFG'
 'AZE' 'ARM' 'BDI' 'CPV' 'BOT' 'IVB' 'BIH' 'BUR' 'AND' 'CAM' 'BER' 'BOL'
 'ALG' 'CAY' 'CAF' 'COM' 'CHA' 'COK' 'CMR' 'CGO' 'BLR' 'CIV' 'COD' 'DJI'
 'DMA' 'CRC' 'CYP' 'GEQ' 'ERI' 'ESA' 'PRK' 'DOM' 'COL' 'CRO' 'ECU' 'FSM'
 'SWZ' 'TPE' 'GAB' 'CHI' 'ETH' 'FIJ' 'CZE' 'GRN' 'GEO' 'GUM' 'CUB' 'GBS'
 'EST' 'GHA' 'GUI' 'BUL' 'EGY' 'GUY' 'GUA' 'HAI' 'HON' 'ARG' 'BEL' 'IRQ'
 'JOR' 'INA' 'HKG' 'BRA' 'KIR' 'ISL' 'KSA' 'DEN' 'ISR' 'AUT' 'LAO' 'IRI'
 'KUW' 'KGZ' 'JAM' 'LES' 'LBA' 'LBR' 'KEN' 'KAZ' 'IRL' 'MHL' 'MAW' 'IND'
 'MDV' 'MAD' 'MTN' 'MLI' 'GRE' 'MRI' 'MLT' 'LBN' 'MNE' 'LTU' 'LIE' 'MAS'
 'NRU' 'MOZ' 'NAM' 'LAT' 'AUS' 'MYA' 'LUX' 'NEP' 'AHO' 'MON' 'NCA' 'NIG'
 'FIN' 'MKD' 'PLW' 'OMA' 'PLE' 'MGL' 'MAR' 'PNG' 'PAR' 'PAN' 'QAT' 'NGR'
 'PAK' 'MDA' 'PER' 'RWA' 'SKN' 'LCA' 'PHI' 'VIN' 'SAM' 'STP' 'PUR' 'CAN'
 'MEX' 'SEY' 'HUN' 'SLE' 'SRB' 'SMR' 'SEN' 'POR' 'SOL' 'SOM' 'NZL' 'SGP'
 'SUR' 'SUD' 'TJK' 'SRI' 'SYR' 'GER' 'SVK' 'TLS' 'GAM' 'SLO' 'TOG' 'TGA'
 'TKM' 'JPN' 'TUV' 'BAH' 'RUS' 'UAE' 'RSA' 'THA' 'TTO' 'TUN' 'UGA' 'NOR'
 'TAN' 'KOR' 'ROU' 'VAN' 'YEM' 'CHN' 'VIE' 'NED' 'ISV' 'UZB' 'ZAM' 'GBR'
 'ITA' 'URU' 'ZIM' 'POL' 'FRA' 'TUR' 'VEN' 'UKR' 'ESP' 'SUI' 'SWE' 'USA']",204.0,"['Canoe Slalom' 'Artistic Gymnastics' 'Shooting' 'Weightlifting' 'Sailing'
 'Trampolining' 'Swimming' 'Water Polo' 'Rowing' 'Wushu' 'Athletics'
 'Boxing' 'Fencing' 'Judo' 'Beach Volleyball' 'Diving' 'Hockey'
 'Basketball' 'Handball' 'Wrestling' 'Taekwondo' 'Cycling Track'
 'Cycling Mountain Bike' 'Volleyball' 'Artistic Swimming' 'Badminton'
 'Cycling Road' 'Canoe Sprint' 'Marathon Swimming' 'Equestrian Jumping'
 'Modern Pentathlon' 'Table Tennis' 'Baseball' 'Rhythmic Gymnastics'
 'Football' 'Triathlon' 'Softball' 'Equestrian Eventing'
 'Equestrian Dressage' 'Tennis' 'Archery' 'Cycling BMX Racing']",42.0,[112683 115790 114572 ... 902696 902661 902703],11238.0,[112683 115790 114572 ... 117126 902619 902674],6476.0,[114752  93296 111494 ... 902696 902661 902703],4762.0
6,1992,Barcelona,ESP,"['ARU' 'BAN' 'BHU' 'ASA' 'ANT' 'BRN' 'BEN' 'BIZ' 'BAR' 'ALB' 'ANG' 'BOT'
 'IVB' 'BIH' 'BUR' 'AND' 'BER' 'BOL' 'ALG' 'CAY' 'CAF' 'CHA' 'COK' 'CMR'
 'CGO' 'CIV' 'COD' 'DJI' 'CRC' 'CYP' 'GEQ' 'ESA' 'PRK' 'DOM' 'COL' 'ECU'
 'CRO' 'SWZ' 'TPE' 'GAB' 'CHI' 'ETH' 'FIJ' 'GRN' 'GUM' 'CUB' 'EST' 'GHA'
 'GUI' 'BUL' 'EGY' 'IOA' 'GUY' 'GUA' 'HAI' 'HON' 'ARG' 'BEL' 'IRQ' 'JOR'
 'INA' 'HKG' 'BRA' 'TCH' 'ISL' 'KSA' 'DEN' 'ISR' 'AUT' 'LAO' 'IRI' 'KUW'
 'JAM' 'LES' 'LBA' 'KEN' 'IRL' 'MAW' 'IND' 'MDV' 'MAD' 'MTN' 'MLI' 'GRE'
 'MRI' 'MLT' 'LBN' 'LTU' 'LIE' 'MAS' 'MOZ' 'NAM' 'LAT' 'AUS' 'MYA' 'LUX'
 'NEP' 'AHO' 'MON' 'NCA' 'NIG' 'FIN' 'OMA' 'MGL' 'MAR' 'PNG' 'PAR' 'PAN'
 'QAT' 'NGR' 'PAK' 'PER' 'RWA' 'PHI' 'VIN' 'SAM' 'PUR' 'CAN' 'MEX' 'SEY'
 'HUN' 'SLE' 'SMR' 'SEN' 'POR' 'SOL' 'NZL' 'SGP' 'SUR' 'SUD' 'SRI' 'SYR'
 'GER' 'GAM' 'SLO' 'TOG' 'TGA' 'JPN' 'BAH' 'UAE' 'RSA' 'THA' 'TTO' 'EUN'
 'TUN' 'UGA' 'NOR' 'TAN' 'KOR' 'ROU' 'VAN' 'YEM' 'CHN' 'VIE' 'NED' 'ISV'
 'ZAM' 'GBR' 'ITA' 'URU' 'ZIM' 'POL' 'FRA' 'TUR' 'VEN' 'ESP' 'SUI' 'SWE'
 'USA']",169.0,"['Athletics' 'Rowing' 'Taekwondo' 'Table Tennis' 'Swimming' 'Boxing'
 'Shooting' 'Canoe Sprint' 'Artistic Gymnastics' 'Basque pelota'
 'Cycling Road' 'Canoe Slalom' 'Cycling Track' 'Wrestling' 'Judo'
 'Equestrian Jumping' 'Rhythmic Gymnastics' 'Weightlifting' 'Badminton'
 'Sailing' 'Artistic Swimming' 'Equestrian Dressage' 'Archery' 'Tennis'
 'Fencing' 'Equestrian Eventing' 'Hockey' 'Water Polo' 'Diving' 'Handball'
 'Football' 'Volleyball' 'Basketball' 'Baseball' 'Modern Pentathlon'
 'Roller Hockey']",36.0,[64474 64472 14165 ... 60589 60599 60571],9875.0,[64474 14165 17021 ... 60589 60599 60571],7052.0,[64472 41257   343 ... 53266 53271 53274],2823.0
7,1952,Helsinki,FIN,"['BER' 'CHI' 'CUB' 'GHA' 'BUL' 'EGY' 'GUY' 'GUA' 'ARG' 'BEL' 'INA' 'HKG'
 'BRA' 'TCH' 'ISL' 'DEN' 'ISR' 'AUT' 'IRI' 'JAM' 'IRL' 'IND' 'GRE' 'LBN'
 'LIE' 'AUS' 'MYA' 'LUX' 'AHO' 'MON' 'FIN' 'PAN' 'NGR' 'PAK' 'SAA' 'PHI'
 'PUR' 'CAN' 'MEX' 'HUN' 'POR' 'VNM' 'NZL' 'SGP' 'SRI' 'GER' 'JPN' 'BAH'
 'RSA' 'THA' 'TTO' 'NOR' 'KOR' 'ROU' 'CHN' 'NED' 'GBR' 'ITA' 'URU' 'POL'
 'FRA' 'TUR' 'VEN' 'URS' 'YUG' 'ESP' 'SUI' 'SWE' 'USA']",69.0,"['Artistic Gymnastics' 'Swimming' 'Sailing' 'Athletics' 'Water Polo'
 'Canoe Marathon' 'Canoe Sprint' 'Art Competitions' 'Equestrian Eventing'
 'Cycling Track' 'Diving' 'Shooting' 'Wrestling' 'Rowing' 'Weightlifting'
 'Fencing' 'Boxing' 'Hockey' 'Modern Pentathlon' 'Equestrian Jumping'
 'Football' 'Cycling Road' 'Pesäpallo' 'Basketball' 'Handball'
 'Equestrian Dressage']",26.0,[65359 65360 45540 ... 60662 60801 60677],5544.0,[45540 45541 45536 ... 60662 60801 60677],4992.0,"[  65359   65360   66342   66338   66340   79564   28180   28143   28179
   28181   28149   28153   28138   28175   65647   70898   64372   64363
   64368   64365   64377   64375   20489   44940   45478   45465   45452
   45466  922025   45479   48033   48036   65494   65491   65501   45584
   45586   29159   29117   29140   29154   29110   29149   29158   29141
   76563   76552   76565   76547   10822  923302   66879    9419   11350
   20594   20589   20596   46268   46251   46298   46279   46292   46266
   46274   46295   71685   71689  923324   71694   28086   28081   28087
   28095   28096   28082   28093   28083   64870   64834  923296   64864
  923297   64840   64873   64833   64865    9049   45351   20521   20523
   20519   45320   72250   72239 2000589 2000587  920793  920805 2000544
   71359   71357   48273   48275   64528   64579   64503   64531   20507
   20503   45091   45126   45023   45080 2000660   28350   28347   28341
   28337   28351   28344   28345   28349   67513   67523   67509   67503
   67514   67490   67473   67483   67527   67493   67520   67511   67531
    9522   20610   20614   20612   46603   46618   46606   46601  922050
  922051   46613   75481   75484   75482   75483    9886  920185   65885
   65931   65872   65895  923299   65868   65939   45840   45858   45882
   45785   73451   49153   49136   28633   28630   28668   28661   28619
   28636   28606   28628   71031   71074   71085   71079   71041   71049
   10025   20737   20751   20736   48137   48139   48125   48101   45461
   48134   48119   48104   48108   28972   28970   28964   74289   49611
   79566 2000537   28577   28533   28551   28576   28567   28583   28541
   28543   70095   70074   70027   70030   70107  923312   70008   70101
   70123   70126   70025   70036   70063   70040   69946    9868   11495
   20694   47722   47743   47681   47629   47664  922137   47672   47670
   72420   72392  138440   48666   48891   48692   48664   48712   48682
   48693   48600   75235   75233   75227   49976   28897   28903   28898
   80559   11297   60996   72870 2000657   29028   29012   29011   29023
   28991   29035   28987   28990   75149   75123   75130   28858   28861
   28869   28871   28883   28854   28870   28872   73714   73711   73715
   73721   73748   10346   49400   49358   49393   49340   49419   49429
   49361   49401   49318   49334   49302   49308   28458   28446   28435
   28461   28484   28445   28463   28470   68652   68598   68776   68625
   68640   68697   68639   68773   68798   68707   68681   68745   68621
   68817   68650   68628    9679   47167   47092   47012   47149   47090
   20672   20682   20663   46972   47124   46980   47170   47181   47089
   47100   47110   47035   47182   47051   28731   28693   28716   28739
   28689   28734   28701   28685   71774   71813   71754   71779   71787
   71769   71756   71820   20779   20798   20780   48405   48435   48396
   48392  922241   77729 2000645 2000651   28953   28949   28948   28930
   28940   28956   28925   28936   74586   74660   74631   74578   74601
   74595   74587   74625   74592   20876   20885   20890   49761   49762
   28376   28404   28393   28388   28400   28386   28377   28421   67982
   67923   67961   67950   67973   67946   67939   67953   68008   67921
   67935   68015    9583   46757   46760   20626  138436   20623   46683
   46782   46734   46785   46756   46787   46748   21025   21028  922364
   29183   29177   29203   29217   29179   29208   29181   29190   77221
   77215   77328   77301   77217   77196   77195   77144   77163   77179
   77323   77239   77191   77336   77326   77330   77292   77153   77186
   77198   10944   50718   50773   50753   50766   50680   20970   20977
   20971   50687   50716   50772   29328   29338   29310   29333   29327
   29332   29314   29315   79370   79361  923352   75749   75725   10676
   50133   20939   50145   50125   50129   50130   29097   29104   29085
   29101   29088   29105   29100   29086   75980   76014   75992   76002
  923339  923340   75996   75986   76009   10738   50222   50239   50225
   50287   50215   50233  922320   50330   29223   29246   29282   29295
   29235   29248   29241   29255   77820   77857   77919   77815   77798
   77881  923350   77894   77807   77896   51112   51142   51025   51135
   51208   11344   21021   21009   20994   60966   61081   50950   51203
   51169   51078   51038   51123   51090  922340   51201   51023   51141
   51151   51186   50996]",552.0
8,1900,Paris,FRA,"['BOH' 'CUB' 'HAI' 'ARG' 'BEL' 'DEN' 'AUT' 'IRI' 'IND' 'GRE' 'AUS' 'PER'
 'MEX' 'HUN' 'GER' 'RUS' 'UNK' 'NOR' 'ROU' 'NED' 'GBR' 'ITA' 'FRA' 'ESP'
 'SUI' 'SWE' 'USA']",27.0,"['Tennis' 'Rowing' 'Ballooning' 'Cycling Track' 'Tug-Of-War' 'Athletics'
 'Cricket' 'Motorboating' 'Sailing' 'Football' 'Fencing' 'Shooting'
 'Military Exercise' 'Polo' 'Artistic Gymnastics' 'Archery' 'Croquet'
 'Swimming' 'Firefighting' 'Longue Paume' 'Golf' 'Fishing' 'Lifesaving'
 'Water Polo' 'Equestrian Jumping' 'Boules' 'Basque pelota' 'Rugby'
 'Equestrian Dressage' 'Automobile Racing' 'Motorcycle Sports'
 'Equestrian Driving']",32.0,[  29463   65439   65437 ... 1805040 1500132  890420],2165.0,[  29463   65439   65437 ...  102419 1805040 1500132],2125.0,"[    694      45    2458    2736 2305358   11342  890267  891106  895025
  895009  890429   17834   17833   17837  118287 1700456   18191   17846
   18194   17845   17844   17847   17841 2301107  890670    2451  891301
 2800896 2800897    2452    2735 1600001  890740 2305359   18210   61789
   18138   18139 2301106  890420]",40.0
