,code,current,name,gender,country_name,nationality,height,weight,disciplines,events,birth_date,birth_country,residence_country,occupation,events_nb,disciplines_nb,Age,country_code,sport_family,Student,Employed,sport_group,code_athlete,Bronze Medal,Silver Medal,Gold Medal,medals_number,nb_days_medal,nb_discipline_medal,nb_event_medal,team_nb_medal
0,1946177,True,McKEON Emma,Female,Australia,Australia,,,Swimming,"Womens 100m Butterfly,Womens 4x 100m Freestyle Relay,Womens 4x 100m Medley Relay,Mixed 4x 100m Medley Relay",1994-05-24,Australia,Australia,Athlete,4,1,30,AUS,Aquatics,0,0,Aquatic Sports,1946177,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0
1,1946218,True,O'CALLAGHAN Mollie,Female,Australia,Australia,,,Swimming,"Womens 100m Freestyle,Womens 200m Freestyle,Womens 4x 100m Freestyle Relay,Womens 4x 100m Medley Relay,Womens 4x 200m Freestyle Relay,Mixed 4x 100m Medley Relay",2004-04-02,Australia,Australia,Athlete,6,1,20,AUS,Aquatics,0,0,Aquatic Sports,1946218,1.0,1.0,3.0,5.0,5.0,5.0,5.0,4.0
2,1945125,True,ZHANG Yufei,Female,China,China,,,Swimming,"Womens 100m Butterfly,Womens 200m Butterfly,Womens 4x 100m Freestyle Relay,Womens 4x 100m Medley Relay,Womens 50m Freestyle,Mixed 4x 100m Medley Relay",1998-04-19,China,China,Athlete,6,1,26,CHN,Aquatics,0,0,Aquatic Sports,1945125,5.0,1.0,0.0,6.0,6.0,6.0,6.0,3.0
3,1945159,True,YANG Junxuan,Female,China,China,,,Swimming,"Womens 100m Freestyle,Womens 200m Freestyle,Womens 4x 100m Freestyle Relay,Womens 4x 100m Medley Relay,Womens 4x 200m Freestyle Relay,Mixed 4x 100m Medley Relay",2002-01-26,China,China,Athlete,6,1,22,CHN,Aquatics,0,0,Aquatic Sports,1945159,3.0,1.0,0.0,4.0,4.0,4.0,4.0,4.0
4,1935896,True,DRESSEL Caeleb,Male,United States,United States,,,Swimming,"Mens 100m Butterfly,Mens 4x 100m Freestyle Relay,Mens 4x 100m Medley Relay,Mens 50m Freestyle,Mixed 4x 100m Medley Relay",1996-08-16,United States,United States,Athlete,5,1,28,USA,Aquatics,0,0,Aquatic Sports,1935896,0.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0
5,1935923,True,HUSKE Torri,Female,United States,United States,,,Swimming,"Womens 100m Butterfly,Womens 100m Freestyle,Womens 4x 100m Freestyle Relay,Womens 4x 100m Medley Relay,Mixed 4x 100m Medley Relay",2002-12-07,United States,United States,Athlete,5,1,21,USA,Aquatics,0,0,Aquatic Sports,1935923,0.0,2.0,3.0,5.0,5.0,5.0,5.0,3.0
6,1572177,True,AN Byeong Hun,Male,Korea,Korea,187.0,,Golf,Mens Individual Stroke Play,1991-09-17,Korea,United States,,1,1,33,,Golf,0,0,Strength & Power Sports,,,,,,,,,
7,1572180,True,KIM Hyo Joo,Female,Korea,Korea,166.0,,Golf,Womens Individual Stroke Play,1995-07-14,Korea,United States,,1,1,29,,Golf,0,0,Strength & Power Sports,,,,,,,,,
8,1572181,True,KIM Tom,Male,Korea,Korea,180.0,,Golf,Mens Individual Stroke Play,2002-06-21,Korea,United States,,1,1,22,,Golf,0,0,Strength & Power Sports,,,,,,,,,
9,1572185,True,KO Jin Young,Female,Korea,Korea,168.0,,Golf,Womens Individual Stroke Play,1995-07-07,Korea,Korea,,1,1,29,,Golf,0,0,Strength & Power Sports,,,,,,,,,
10,1932027,True,YANG Amy,Female,Korea,Korea,173.0,,Golf,Womens Individual Stroke Play,1989-07-28,Korea,United States,,1,1,35,,Golf,0,0,Strength & Power Sports,,,,,,,,,
11,1894529,True,KHANKAN Adnan,Male,EOR,Syria,,,Judo,"Men - 100kg,Mixed Team",1994-05-01,Syria,Germany,"Athlete, refrigeration and air conditioning technician",2,1,30,,Judo,0,1,Combat Sports,,,,,,,,,
12,1894562,True,BARBARI ZHARFI Mahboubeh,Female,EOR,IR Iran,,,Judo,"Women+78kg,Mixed Team",1991-12-28,IR Iran,Germany,Athlete,2,1,32,,Judo,0,0,Combat Sports,,,,,,,,,
13,1894572,True,RASHNONEZHAD Mohammad,Male,EOR,IR Iran,,,Judo,"Men - 66kg,Mixed Team",1996-04-03,IR Iran,Netherlands,Athlete,2,1,28,,Judo,0,0,Combat Sports,,,,,,,,,
14,1894573,True,DAHOUK Muna,Female,EOR,Syria,,,Judo,"Women - 57kg,Mixed Team",1995-08-27,Syria,Netherlands,,2,1,29,,Judo,0,0,Combat Sports,,,,,,,,,
15,1894575,True,SHAHEEN Nigara,Female,EOR,Afghanistan,,,Judo,"Women - 63kg,Mixed Team",1993-07-06,Afghanistan,Canada,,2,1,31,,Judo,0,0,Combat Sports,,,,,,,,,
16,1894587,True,ARAB Sibghatullah,Male,EOR,Afghanistan,,,Judo,"Men - 81kg,Mixed Team",2001-07-04,Afghanistan,Germany,Athlete,2,1,23,,Judo,0,0,Combat Sports,,,,,,,,,
17,1963655,True,KISOKA Arnold,Male,DR Congo,DR Congo,,,Judo,Men - 60kg,2000-09-04,DR Congo,DR Congo,Athlete,1,1,24,,Judo,0,0,Combat Sports,,,,,,,,,
18,1535373,True,GRIGORIAN Aram,Male,UA Emirates,UA Emirates,,,Judo,Men - 90kg,1998-06-09,Russian Federation,Russian Federation,Athlete,1,1,26,,Judo,0,0,Combat Sports,,,,,,,,,
19,1535374,True,KOSTOEV Dzhafar,Male,UA Emirates,UA Emirates,,,Judo,Men - 100kg,1999-04-28,Russian Federation,UA Emirates,Athlete,1,1,25,,Judo,0,0,Combat Sports,,,,,,,,,
20,1535376,True,TATALASHVILI Nugzari,Male,UA Emirates,UA Emirates,,,Judo,Men - 81kg,1990-03-20,Georgia,Georgia,,1,1,34,,Judo,0,0,Combat Sports,,,,,,,,,
21,1535383,True,BISHRELT Khorloodoi,Female,UA Emirates,UA Emirates,,,Judo,Women - 52kg,1998-05-29,Mongolia,Mongolia,,1,1,26,,Judo,0,0,Combat Sports,,,,,,,,,
22,1968646,True,BAYANMUNKH Narmandakh,Male,UA Emirates,UA Emirates,,,Judo,Men - 66kg,2000-05-11,Mongolia,UA Emirates,Psychologist and athlete,1,1,24,,Judo,0,1,Combat Sports,,,,,,,,,
23,1541467,True,de OLIVEIRA Roldeney,Male,Sao Tome & Principe,Sao Tome & Principe,,,Judo,Men - 73kg,2000-07-04,Sao Tome & Principe,Portugal,Athlete. Also currently working in the Commercial Dispatch Area,1,1,24,,Judo,0,1,Combat Sports,,,,,,,,,
24,1940977,True,CERIC Larisa,Female,Bosnia & Herzegovina,Bosnia & Herzegovina,,,Judo,Women+78kg,1991-01-26,Bosnia & Herzegovina,Bosnia & Herzegovina,Athlete,1,1,33,,Judo,0,0,Combat Sports,,,,,,,,,
25,1941049,True,SAMARDZIC Aleksandra,Female,Bosnia & Herzegovina,Bosnia & Herzegovina,,,Judo,Women - 70kg,1997-09-23,Bosnia & Herzegovina,Bosnia & Herzegovina,Athlete,1,1,27,,Judo,0,0,Combat Sports,,,,,,,,,
26,1980140,True,MUN Song Hui,Female,DPR Korea,DPR Korea,,,Judo,Women - 70kg,2002-01-09,DPR Korea,DPR Korea,,1,1,22,,Judo,0,0,Combat Sports,,,,,,,,,
27,1535375,True,MAGOMEDOMAROV Magomedomar,Male,UA Emirates,UA Emirates,,,Judo,Men+100kg,2001-04-10,Russian Federation,UA Emirates,Athlete,1,1,23,,Judo,0,0,Combat Sports,,,,,,,,,
28,1914280,True,GUIMENDEGO Nadia Matchiko,Female,Centr Afric Re,Centr Afric Re,,,Judo,Women - 63kg,1997-04-27,France,France,,1,1,27,,Judo,0,0,Combat Sports,,,,,,,,,
29,1894577,True,AHMADISAFA Omid,Male,EOR,IR Iran,167.0,,Boxing,Mens 51kg,1992-09-24,IR Iran,Germany,,1,1,32,,Boxing,0,0,Combat Sports,,,,,,,,,
30,1891916,True,OH Yeonji,Female,Korea,Korea,167.0,,Boxing,Womens 60kg,1990-08-04,Korea,Korea,Athlete,1,1,34,,Boxing,0,0,Combat Sports,,,,,,,,,
31,1964347,True,SAKOBI Marcelat,Female,DR Congo,DR Congo,174.0,,Boxing,Womens 57kg,1996-03-29,DR Congo,DR Congo,,1,1,28,,Boxing,0,0,Combat Sports,,,,,,,,,
32,1973010,True,MBABI Brigitte,Female,DR Congo,DR Congo,176.0,,Boxing,Womens 66kg,2002-05-04,DR Congo,DR Congo,,1,1,22,,Boxing,0,0,Combat Sports,,,,,,,,,
33,1980126,True,WON Ungyong,Female,DPR Korea,DPR Korea,165.0,,Boxing,Womens 60kg,2000-12-09,DPR Korea,DPR Korea,,1,1,23,,Boxing,0,0,Combat Sports,,,,,,,,,
34,1964500,True,KLIMOVICH Tatsiana,Female,AIN,Belarus,,,Rowing,Womens Single Sculls,1995-01-19,Belarus,Belarus,Athlete,1,1,29,,Rowing,0,0,Water-Based Sports,,,,,,,,,
35,1537375,True,MOJALLALTOPRAGHGHALE Fatemeh,Female,IR Iran,IR Iran,,,Rowing,Womens Single Sculls,2002-07-27,IR Iran,,Athlete,1,1,22,,Rowing,0,0,Water-Based Sports,,,,,,,,,
36,1538386,True,JAVER Mahsa,Female,IR Iran,IR Iran,,,Rowing,Lightweight Womens Double Sculls,1994-05-12,IR Iran,IR Iran,Athlete,1,1,30,,Rowing,0,0,Water-Based Sports,,,,,,,,,
37,1538396,True,NOROUZI TAZEH KAND Zeinab,Female,IR Iran,IR Iran,,,Rowing,Lightweight Womens Double Sculls,2000-01-01,,,,1,1,24,,Rowing,0,0,Water-Based Sports,,,,,,,,,
38,1979712,True,VESNINA Elena,Female,AIN,Russian Federation,176.0,,Tennis,Womens Doubles,1986-08-01,Ukraine,Russian Federation,,1,1,38,,Tennis,0,0,Racket Sports,,,,,,,,,
39,1979715,True,KOTOV Pavel,Male,AIN,Russian Federation,191.0,,Tennis,Mens Singles,1998-11-18,Russian Federation,,,1,1,26,,Tennis,0,0,Racket Sports,,,,,,,,,
40,1979718,True,SAFIULLIN Roman,Male,AIN,Russian Federation,185.0,,Tennis,"Mens Doubles,Mens Singles",1997-08-07,Russian Federation,,,2,1,27,,Tennis,0,0,Racket Sports,,,,,,,,,
41,1979721,True,ALEXANDROVA Ekaterina,Female,AIN,Russian Federation,175.0,,Tennis,"Womens Doubles,Womens Singles",1994-11-15,Russian Federation,Czechia,,2,1,30,,Tennis,0,0,Racket Sports,,,,,,,,,
42,1979738,True,MEDVEDEV Daniil,Male,AIN,Russian Federation,198.0,,Tennis,"Mens Doubles,Mens Singles,Mixed Doubles",1996-02-11,Russian Federation,Monaco,,3,1,28,,Tennis,0,0,Racket Sports,,,,,,,,,
43,1537163,True,D'AMOUR Nicholas,Male,"Virgin Islands, US",United States,,,Archery,Mens Individual,2001-09-04,United States,"Virgin Islands, US",Athlete,1,1,23,,Archery,0,0,Precision Sports,,,,,,,,,
44,1536632,True,FALLAH Mobina,Female,IR Iran,IR Iran,,,Archery,Womens Individual,1999-08-13,,,Athlete,1,1,25,,Archery,0,0,Precision Sports,,,,,,,,,
45,1549335,True,TSERAKH Hanna,Female,AIN,Belarus,,,Cycling Road,"Womens Road Race,Womens Individual Time Trial",1998-09-07,Belarus,,Athlete,2,1,26,,Cycling,0,0,Cycling & Multi-Terrain Sports,,,,,,,,,
46,1973314,True,DRONOVA Tamara,Female,AIN,Russian Federation,,,Cycling Road,"Womens Road Race,Womens Individual Time Trial",1993-08-13,Russian Federation,Russian Federation,,2,1,31,,Cycling,0,0,Cycling & Multi-Terrain Sports,,,,,,,,,
47,1894543,True,GEBRU Eyeru,Female,EOR,Ethiopia,,,Cycling Road,Womens Road Race,1996-12-10,Ethiopia,France,Athlete,1,1,27,,Cycling,0,0,Cycling & Multi-Terrain Sports,,,,,,,,,
48,1931269,True,KIM Euro,Male,Korea,Korea,,,Cycling Road,Mens Road Race,1999-10-07,Korea,,Athlete,1,1,25,,Cycling,0,0,Cycling & Multi-Terrain Sports,,,,,,,,,
49,1536669,True,LABIB Ali,Male,IR Iran,IR Iran,,,Cycling Road,Mens Road Race,2002-09-21,IR Iran,,Athlete,1,1,22,,Cycling,0,0,Cycling & Multi-Terrain Sports,,,,,,,,,
50,1979050,True,SYRITSA Gleb,Male,AIN,Russian Federation,,,Cycling Road,"Mens Road Race,Mens Individual Time Trial",2000-04-14,,,Athlete,2,1,24,,Cycling,0,0,Cycling & Multi-Terrain Sports,,,,,,,,,
51,1894533,True,ANSARI Amir,Male,EOR,Afghanistan,,,Cycling Road,Mens Individual Time Trial,1999-08-19,IR Iran,Sweden,Athlete,1,1,25,,Cycling,0,0,Cycling & Multi-Terrain Sports,,,,,,,,,
52,1931278,True,SONG Minji,Female,Korea,Korea,,,Cycling Road,Womens Road Race,1998-03-30,,,Athlete,1,1,26,,Cycling,0,0,Cycling & Multi-Terrain Sports,,,,,,,,,
53,1927128,True,KANG Young Mi,Female,Korea,Korea,,,Fencing,"WomensÉpée Individual,WomensÉpée Team",1985-03-01,Korea,,Athlete,2,1,39,,Fencing,0,0,Combat Sports,,,,,,,,,
54,1927140,True,LEE Hyein,Female,Korea,Korea,,,Fencing,"WomensÉpée Individual,WomensÉpée Team",1995-01-16,Korea,Korea,Athlete,2,1,29,,Fencing,0,0,Combat Sports,,,,,,,,,
55,1927156,True,SONG Sera,Female,Korea,Korea,,,Fencing,"WomensÉpée Individual,WomensÉpée Team",1993-09-06,Korea,Korea,Athlete,2,1,31,,Fencing,0,0,Combat Sports,,,,,,,,,
56,1541419,True,BAHER ARASBARAN Farzad,Male,IR Iran,IR Iran,,,Fencing,Mens Sabre Team,1993-11-24,IR Iran,,,1,1,31,,Fencing,0,0,Combat Sports,,,,,,,,,
57,1541426,True,PAKDAMAN Ali,Male,IR Iran,IR Iran,,,Fencing,"Mens Sabre Individual,Mens Sabre Team",1990-08-23,IR Iran,IR Iran,Athlete,2,1,34,,Fencing,0,0,Combat Sports,,,,,,,,,
58,1541439,True,RAHBARI Mohammad,Male,IR Iran,IR Iran,,,Fencing,"Mens Sabre Individual,Mens Sabre Team",1991-12-13,IR Iran,IR Iran,Athlete,2,1,32,,Fencing,0,0,Combat Sports,,,,,,,,,
59,1927111,True,CHOI Injeong,Female,Korea,Korea,,,Fencing,WomensÉpée Team,1990-05-21,,,,1,1,34,,Fencing,0,0,Combat Sports,,,,,,,,,
60,1927118,True,HA Taegyu,Male,Korea,Korea,,,Fencing,Mens Foil Individual,1989-12-20,,,Athlete,1,1,34,,Fencing,0,0,Combat Sports,,,,,,,,,
61,1927133,True,KIM Jaewon,Male,Korea,Korea,,,Fencing,MensÉpée Individual,1998-02-04,,,Athlete,1,1,26,,Fencing,0,0,Combat Sports,,,,,,,,,
62,1541427,True,FOTOUHI Mohammad,Male,IR Iran,IR Iran,,,Fencing,"Mens Sabre Individual,Mens Sabre Team",1990-12-05,IR Iran,,Athlete,2,1,33,,Fencing,0,0,Combat Sports,,,,,,,,,
63,1902253,True,HA Jeemin,Male,Korea,Korea,,,Sailing,Mens Dinghy,1989-03-21,Korea,Korea,Athlete,1,1,35,,Sailing,0,0,Strength & Power Sports,,,,,,,,,
64,1538124,True,ZMUSHKA Alina,Female,AIN,Belarus,,,Swimming,"Womens 100m Breaststroke,Womens 200m Breaststroke",1997-01-05,Belarus,,Athlete,2,1,27,,Aquatics,0,0,Aquatic Sports,,,,,,,,,
65,1538150,True,SHYMANOVICH Ilya,Male,AIN,Belarus,,,Swimming,Mens 100m Breaststroke,1994-08-02,Belarus,,Athlete,1,1,30,,Aquatics,0,0,Aquatic Sports,,,,,,,,,
66,4968593,True,SOMOV Evgenii,Male,AIN,Russian Federation,,,Swimming,"Mens 100m Breaststroke,Mens 50m Freestyle",1999-01-28,Russian Federation,United States,"Athlete, coach",2,1,25,,Aquatics,0,1,Aquatic Sports,,,,,,,,,
67,1894567,True,BALSINI Matin,Male,EOR,IR Iran,,,Swimming,Mens 200m Butterfly,2001-02-19,IR Iran,Great Britain,"Athlete, lifeguard",1,1,23,,Aquatics,0,1,Aquatic Sports,,,,,,,,,
68,1901612,True,HWANG Sunwoo,Male,Korea,Korea,,,Swimming,"Mens 100m Freestyle,Mens 200m Freestyle,Mens 4x 100m Medley Relay,Mens 4x 200m Freestyle Relay",2003-05-21,Korea,Korea,,4,1,21,,Aquatics,0,0,Aquatic Sports,,,,,,,,,
69,1901619,True,JI Yuchan,Male,Korea,Korea,,,Swimming,Mens 50m Freestyle,2002-08-24,Korea,Korea,Athlete,1,1,22,,Aquatics,0,0,Aquatic Sports,,,,,,,,,
70,1901642,True,KIM Seoyeong,Female,Korea,Korea,,,Swimming,Womens 200m Individual Medley,1994-03-17,Korea,Korea,Athlete,1,1,30,,Aquatics,0,0,Aquatic Sports,,,,,,,,,
71,1901644,True,KIM Suji,Female,Korea,Korea,,,Diving,Womens 3m Springboard,1998-02-16,Korea,,Athlete,1,1,26,,Aquatics,0,0,Aquatic Sports,,,,,,,,,
72,1901648,True,KIM Yeongtaek,Male,Korea,Korea,,,Diving,Mens 10m Platform,2001-08-24,Korea,Korea,,1,1,23,,Aquatics,0,0,Aquatic Sports,,,,,,,,,
73,1901661,True,LEE Hojoon,Male,Korea,Korea,,,Swimming,"Mens 4x 200m Freestyle Relay,Relay Only Athlete",2001-02-14,Korea,Korea,Athlete,2,1,23,,Aquatics,0,0,Aquatic Sports,,,,,,,,,
74,1901666,True,LEE Riyoung,Female,Korea,Korea,,,Artistic Swimming,Duet,2000-08-11,Korea,,Athlete,1,1,24,,Aquatics,0,0,Aquatic Sports,,,,,,,,,
75,1894532,True,MASO Alaa,Male,EOR,Syria,,,Swimming,Mens 50m Freestyle,2000-01-01,Syria,Germany,Athlete,1,1,24,,Aquatics,0,0,Aquatic Sports,,,,,,,,,
76,1537002,True,BOBIMBO Vanessa,Female,Congo,Congo,,,Swimming,Womens 50m Freestyle,1999-12-08,,,Athlete,1,1,24,,Aquatics,0,0,Aquatic Sports,,,,,,,,,
77,1901601,True,CHO Sung Jae,Male,Korea,Korea,,,Swimming,Mens 200m Breaststroke,2001-03-13,,,Athlete,1,1,23,,Aquatics,0,0,Aquatic Sports,,,,,,,,,
78,1901602,True,CHOI Dongyeol,Male,Korea,Korea,,,Swimming,"Mens 100m Breaststroke,Mens 4x 100m Medley Relay,Mixed 4x 100m Medley Relay",1999-05-01,,,Athlete,3,1,25,,Aquatics,0,0,Aquatic Sports,,,,,,,,,
79,1901630,True,KIM Jihun,Male,Korea,Korea,,,Swimming,"Mens 4x 100m Medley Relay,Relay Only Athlete,Mixed 4x 100m Medley Relay",2000-05-15,,,Athlete,3,1,24,,Aquatics,0,0,Aquatic Sports,,,,,,,,,
80,1901637,True,KIM Minseo,Male,Korea,Korea,,,Swimming,Mens 200m Butterfly,2004-03-18,,,,1,1,20,,Aquatics,0,0,Aquatic Sports,,,,,,,,,
81,1901639,True,KIM Nahyun,Female,Korea,Korea,,,Diving,Womens 10m Platform,2003-11-08,Korea,Korea,Athlete,1,1,21,,Aquatics,0,0,Aquatic Sports,,,,,,,,,
82,1901647,True,KIM Yeonghyeon,Male,Korea,Korea,,,Swimming,"Mens 4x 200m Freestyle Relay,Relay Only Athlete",2004-03-03,,,,2,1,20,,Aquatics,0,0,Aquatic Sports,,,,,,,,,
83,1901663,True,LEE Juho,Male,Korea,Korea,,,Swimming,"Mens 100m Backstroke,Mens 200m Backstroke,Mens 4x 100m Medley Relay",1995-01-23,Korea,,Athlete,3,1,29,,Aquatics,0,0,Aquatic Sports,,,,,,,,,
84,1901688,True,SHIN Jungwhi,Male,Korea,Korea,,,Diving,Mens 10m Platform,2001-11-15,,Korea,,1,1,23,,Aquatics,0,0,Aquatic Sports,,,,,,,,,
85,1901694,True,WOO Haram,Male,Korea,Korea,,,Diving,Mens 3m Springboard,1998-03-21,Korea,,Athlete,1,1,26,,Aquatics,0,0,Aquatic Sports,,,,,,,,,
86,1901696,True,YANG Jaehoon,Male,Korea,Korea,,,Swimming,"Mens 4x 200m Freestyle Relay,Relay Only Athlete",1998-05-07,,,,2,1,26,,Aquatics,0,0,Aquatic Sports,,,,,,,,,
87,1901698,True,YI Jaegyeong,Male,Korea,Korea,,,Diving,Mens 3m Springboard,1999-11-25,Korea,Korea,Athlete,1,1,25,,Aquatics,0,0,Aquatic Sports,,,,,,,,,
88,1535609,True,ABDOLI Samyar,Male,IR Iran,IR Iran,,,Swimming,Mens 100m Freestyle,2002-12-25,,,Athlete,1,1,21,,Aquatics,0,0,Aquatic Sports,,,,,,,,,
89,1966390,True,NDOMBE IMPELENGA Aristote,Male,DR Congo,DR Congo,,,Swimming,Mens 50m Freestyle,2001-09-30,,,,1,1,23,,Aquatics,0,0,Aquatic Sports,,,,,,,,,
90,4665280,True,MIANSADI Divine,Female,DR Congo,DR Congo,,,Swimming,Womens 50m Freestyle,2004-09-04,,,Athlete,1,1,20,,Aquatics,0,0,Aquatic Sports,,,,,,,,,
91,1980119,True,IM Yong Myong,Male,DPR Korea,DPR Korea,,,Diving,Mens 10m Platform,2002-01-05,,,,1,1,22,,Aquatics,0,0,Aquatic Sports,,,,,,,,,
92,3560626,True,ALSHEHHI Maha,Female,UA Emirates,UA Emirates,,,Swimming,Womens 200m Freestyle,2006-07-12,,,,1,1,18,,Aquatics,0,0,Aquatic Sports,,,,,,,,,
93,1929225,True,TENGUE Terence,Male,Centr Afric Re,Centr Afric Re,,,Swimming,Mens 50m Freestyle,2005-10-26,,,Athlete,1,1,19,,Aquatics,0,0,Aquatic Sports,,,,,,,,,
94,1929297,True,ANDET Tracy Marine,Female,Centr Afric Re,Centr Afric Re,,,Swimming,Womens 50m Freestyle,2005-10-04,,,Athlete,1,1,19,,Aquatics,0,0,Aquatic Sports,,,,,,,,,
95,1950067,True,NISBETT Troy,Male,St Kitts and Nevis,St Kitts and Nevis,,,Swimming,Mens 50m Freestyle,2009-01-06,,,Athlete,1,1,15,,Aquatics,0,0,Aquatic Sports,,,,,,,,,
96,1937589,True,LEKIC Jovan,Male,Bosnia & Herzegovina,Bosnia & Herzegovina,,,Swimming,Mens 400m Freestyle,2003-09-29,,Bosnia & Herzegovina,,1,1,21,,Aquatics,0,0,Aquatic Sports,,,,,,,,,
97,1538234,True,GREENE Kennice Aphenie,Female,StVincent&Grenadines,United States,,,Swimming,Womens 50m Freestyle,2007-07-06,,,Athlete,1,1,17,,Aquatics,0,0,Aquatic Sports,,,,,,,,,
98,1538243,True,JOACHIM Alex,Male,StVincent&Grenadines,StVincent&Grenadines,,,Swimming,Mens 50m Freestyle,2003-04-14,,,Athlete,1,1,21,,Aquatics,0,0,Aquatic Sports,,,,,,,,,
99,1979109,True,KOROVASHKOV Alexey,Male,AIN,Russian Federation,,,Canoe Sprint,Mens Canoe Double 500m,1992-04-01,Ukraine,Russian Federation,Athlete,1,1,32,,Canoeing,0,0,Water-Based Sports,,,,,,,,,
100,1979110,True,PETROV Zakhar,Male,AIN,Russian Federation,,,Canoe Sprint,"Mens Canoe Single 1000m,Mens Canoe Double 500m",2002-05-13,Russian Federation,Russian Federation,Athlete,2,1,22,,Canoeing,0,0,Water-Based Sports,,,,,,,,,
101,1979114,True,ROMASENKO Olesia,Female,AIN,Russian Federation,,,Canoe Sprint,Womens Canoe Single 200m,1990-01-12,Russian Federation,Russian Federation,Athlete,1,1,34,,Canoeing,0,0,Water-Based Sports,,,,,,,,,
102,1894554,True,JORGE ENRIQUEZ Fernando Dayan,Male,EOR,Cuba,,,Canoe Sprint,Mens Canoe Single 1000m,1998-12-03,Cuba,United States,Athlete,1,1,25,,Canoeing,0,0,Water-Based Sports,,,,,,,,,
103,1894583,True,FAZLOULA Saeid,Male,EOR,IR Iran,,,Canoe Sprint,Mens Kayak Single 1000m,1992-08-09,IR Iran,Germany,Athlete,1,1,32,,Canoeing,0,0,Water-Based Sports,,,,,,,,,
104,1536996,True,AGHAMIRZAEIJENAGHARD Ali,Male,IR Iran,IR Iran,,,Canoe Sprint,Mens Kayak Single 1000m,1993-03-04,IR Iran,IR Iran,Athlete,1,1,31,,Canoeing,0,0,Water-Based Sports,,,,,,,,,
105,1537312,True,REZAEI Mohammad Nabi,Male,IR Iran,IR Iran,,,Canoe Sprint,Mens Canoe Single 1000m,1999-04-10,IR Iran,,Athlete,1,1,25,,Canoeing,0,0,Water-Based Sports,,,,,,,,,
106,1941072,True,KRAVETS Uladzislau,Male,AIN,Belarus,,,Canoe Sprint,Mens Kayak Single 1000m,1999-07-06,,,"Athlete, sport soldier",1,1,25,,Canoeing,0,1,Water-Based Sports,,,,,,,,,
107,1945968,True,TRUSHKINA Yuliya,Female,AIN,Belarus,,,Canoe Sprint,Womens Canoe Single 200m,2002-10-23,,Belarus,Athlete,1,1,22,,Canoeing,0,0,Water-Based Sports,,,,,,,,,
108,1894584,True,SOLTANI Saman,Female,EOR,IR Iran,,,Canoe Sprint,Womens Kayak Single 500m,1996-06-11,IR Iran,Austria,Athlete,1,1,28,,Canoeing,0,0,Water-Based Sports,,,,,,,,,
109,3520241,True,REZANEJAD Amir,Male,EOR,IR Iran,,,Canoe Slalom,"Mens Canoe Single,Mens Kayak Cross",2000-01-18,IR Iran,Germany,Athlete,2,1,24,,Canoeing,0,0,Water-Based Sports,,,,,,,,,
110,1540905,True,TEIXEIRA SANTANA Herminia,Female,Sao Tome & Principe,Sao Tome & Principe,,,Canoe Sprint,Womens Canoe Single 200m,2003-09-25,,,Athlete,1,1,21,,Canoeing,0,0,Water-Based Sports,,,,,,,,,
111,1536207,True,ALIPOUR SHENAZANDIFARD Reza,Male,IR Iran,IR Iran,170.0,,Sport Climbing,Mens Speed,1994-04-29,IR Iran,,Athlete,1,1,30,,Climbing,0,0,Sliding & Adventure Sports,,,,,,,,,
112,1931183,True,SEO Chaehyun,Female,Korea,Korea,164.0,,Sport Climbing,Womens Boulder&Lead,2003-11-01,,Korea,,1,1,21,,Climbing,0,0,Sliding & Adventure Sports,,,,,,,,,
113,1931185,True,SHIN Euncheol,Male,Korea,Korea,173.0,,Sport Climbing,Mens Speed,1999-05-27,Korea,Korea,,1,1,25,,Climbing,0,0,Sliding & Adventure Sports,,,,,,,,,
114,1927632,True,KANG Kyungmin,Female,Korea,Korea,165.0,,Handball,Women,1996-11-08,Korea,Korea,Athlete,1,1,28,,Handball,0,0,Team Sports,,,,,,,,,
115,1927654,True,RYU Eun Hee,Female,Korea,Korea,179.0,,Handball,Women,1990-02-24,Korea,Hungary,Athlete,1,1,34,,Handball,0,0,Team Sports,,,,,,,,,
116,1927665,True,WOO Bitna,Female,Korea,Korea,172.0,,Handball,Women,2001-10-23,Korea,Korea,Athlete,1,1,23,,Handball,0,0,Team Sports,,,,,,,,,
117,1927616,True,GIM Boeun,Female,Korea,Korea,177.0,,Handball,Women,1997-12-08,Korea,Korea,Athlete,1,1,26,,Handball,0,0,Team Sports,,,,,,,,,
118,1927619,True,HAN Miseul,Female,Korea,Korea,178.0,,Handball,Women,1993-08-13,,Korea,Athlete,1,1,31,,Handball,0,0,Team Sports,,,,,,,,,
119,1927621,True,JEON Jiyeon,Female,Korea,Korea,168.0,,Handball,Women,2003-05-02,Korea,Korea,Athlete,1,1,21,,Handball,0,0,Team Sports,,,,,,,,,
120,1927623,True,JEONG Jinhui,Female,Korea,Korea,180.0,,Handball,Women,1999-03-24,Korea,Korea,Athlete,1,1,25,,Handball,0,0,Team Sports,,,,,,,,,
121,1927625,True,JO Eunbeen,Female,Korea,Korea,163.0,,Handball,Women,2001-04-18,Korea,Korea,Athlete,1,1,23,,Handball,0,0,Team Sports,,,,,,,,,
122,1927629,True,KANG Eunhye,Female,Korea,Korea,186.0,,Handball,Women,1996-04-17,Korea,Korea,Athlete,1,1,28,,Handball,0,0,Team Sports,,,,,,,,,
