,code,current,name,gender,country_name,nationality,height,weight,disciplines,events,birth_date,birth_country,residence_country,occupation,events_nb,disciplines_nb,Age,country_code,sport_family,Student,Employed,sport_group,code_athlete,Bronze Medal,Silver Medal,Gold Medal,medals_number,nb_days_medal,nb_discipline_medal,nb_event_medal,team_nb_medal
9714,1943569,True,SAMS Emily,Female,United States,United States,170.0,,Football,Women,1999-07-01,,,Athlete,1,1,25,USA,Football,0,0,Team Sports,1943569,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
9715,4665325,True,BETHUNE Croix,Female,United States,United States,157.0,,Football,Women,2001-03-14,,,Athlete,1,1,23,USA,Football,0,0,Team Sports,4665325,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
9716,1944354,True,HANCOCK Vincent,Male,United States,United States,,,Shooting,"Skeet Men,Skeet Mixed Team",1989-03-19,United States,United States,"Athlete, small business owner",2,1,35,USA,Shooting,0,1,Precision Sports,1944354,0.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0
9717,1960181,True,RICHARDSON Sha'carri,Female,United States,United States,157.0,,Athletics,"Womens 100m,Womens 4x 100m Relay",2000-03-25,United States,United States,Athlete,2,1,24,USA,Athletics,0,0,Athletics,1960181,0.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0
9718,1960684,True,BENJAMIN Rai,Male,United States,United States,190.0,,Athletics,"Mens 400m Hurdles,Mens 4x 400m Relay",1997-07-27,United States,United States,Athlete,2,1,27,USA,Athletics,0,0,Athletics,1960684,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0
9719,1960709,True,DAVIS Tamari,Female,United States,United States,170.0,,Athletics,Womens 4x 100m Relay,2003-02-15,United States,United States,Athlete,1,1,21,USA,Athletics,0,0,Athletics,1960709,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
9720,1960909,True,HOLMES Alexis,Female,United States,United States,177.0,,Athletics,"Womens 400m,Womens 4x 400m Relay",2000-01-28,United States,United States,Athlete,2,1,24,USA,Athletics,0,0,Athletics,1960909,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
9721,1960984,True,ELLIS Kendall,Female,United States,United States,172.0,,Athletics,"Womens 400m,Womens 4x 400m Relay",1996-03-08,United States,United States,Athlete,2,1,28,USA,Athletics,0,0,Athletics,1960984,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
9722,1961016,True,HAYES Quanera,Female,United States,United States,172.0,,Athletics,Womens 4x 400m Relay,1992-03-07,United States,United States,Athlete,1,1,32,USA,Athletics,0,0,Athletics,1961016,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
9723,1965289,True,NORMAN Michael,Male,United States,United States,185.0,,Athletics,"Mens 400m,Mens 4x 400m Relay",1997-12-03,United States,United States,Athlete,2,1,26,USA,Athletics,0,0,Athletics,1965289,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
9724,1965308,True,McLAUGHLIN-LEVRONE Sydney,Female,United States,United States,175.0,,Athletics,"Womens 400m Hurdles,Womens 4x 400m Relay",1999-08-07,United States,United States,"Athlete, author",2,1,25,USA,Athletics,0,1,Athletics,1965308,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0
9725,1965942,True,TERRY Twanisha,Female,United States,United States,160.0,,Athletics,"Womens 100m,Womens 4x 100m Relay",1999-01-24,United States,United States,,2,1,25,USA,Athletics,0,0,Athletics,1965942,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
9726,1960115,True,HOBBS Aleia,Female,United States,United States,170.0,,Athletics,Womens 4x 100m Relay,1996-02-24,,United States,Athlete,1,1,28,USA,Athletics,0,0,Athletics,1960115,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
9727,1960177,True,HALL Quincy,Male,United States,United States,187.0,,Athletics,"Mens 400m,Mens 4x 400m Relay",1998-07-31,United States,United States,,2,1,26,USA,Athletics,0,0,Athletics,1960177,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0
9728,1960604,True,BAILEY Christopher,Male,United States,United States,175.0,,Athletics,"Mens 400m,Mens 4x 400m Relay",2000-05-29,United States,United States,Athlete,2,1,24,USA,Athletics,0,0,Athletics,1960604,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
9729,1961011,True,JEFFERSON Melissa,Female,United States,United States,162.0,,Athletics,"Womens 100m,Womens 4x 100m Relay",2001-02-21,United States,United States,,2,1,23,USA,Athletics,0,0,Athletics,1961011,1.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0
9730,1930739,True,KNIBB Taylor,Female,United States,United States,,,"Cycling Road, Triathlon","Womens Individual Time Trial,Womens Individual",1998-02-14,United States,United States,Athlete,2,2,26,USA,Triathlon,0,0,Cycling & Multi-Terrain Sports,1930739,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
9731,1930747,True,PEARSON Morgan,Male,United States,United States,,,Triathlon,Mens Individual,1993-09-22,United States,United States,Athlete,1,1,31,USA,Triathlon,0,0,Cycling & Multi-Terrain Sports,1930747,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
9732,1930750,True,RIDER Seth,Male,United States,United States,,,Triathlon,Mens Individual,1997-03-06,United States,Spain,Athlete,1,1,27,USA,Triathlon,0,0,Cycling & Multi-Terrain Sports,1930750,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
9733,1930752,True,SPIVEY Taylor,Female,United States,United States,,,Triathlon,Womens Individual,1991-04-13,United States,Spain,Athlete,1,1,33,USA,Triathlon,0,0,Cycling & Multi-Terrain Sports,1930752,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
9734,1954683,True,EMBIID Joel,Male,United States,United States,213.0,,Basketball,Men,1994-03-16,Cameroon,United States,Athlete,1,1,30,USA,Basketball,0,0,Team Sports,1954683,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
9735,1954684,True,TATUM Jayson,Male,United States,United States,203.0,,Basketball,Men,1998-03-03,United States,United States,Athlete,1,1,26,USA,Basketball,0,0,Team Sports,1954684,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
9736,1954687,True,BOOKER Devin,Male,United States,United States,198.0,,Basketball,Men,1996-10-30,United States,United States,Athlete,1,1,28,USA,Basketball,0,0,Team Sports,1954687,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
9737,1954688,True,ADEBAYO Bam,Male,United States,United States,206.0,,Basketball,Men,1997-07-18,United States,United States,Athlete,1,1,27,USA,Basketball,0,0,Team Sports,1954688,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
9738,1954698,True,CURRY Stephen,Male,United States,United States,191.0,,Basketball,Men,1988-03-14,United States,United States,Athlete,1,1,36,USA,Basketball,0,0,Team Sports,1954698,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
9739,1954699,True,DAVIS Anthony,Male,United States,United States,208.0,,Basketball,Men,1993-03-11,United States,United States,Athlete,1,1,31,USA,Basketball,0,0,Team Sports,1954699,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
9740,1954700,True,DURANT Kevin,Male,United States,United States,205.0,,Basketball,Men,1988-09-29,United States,United States,Athlete,1,1,36,USA,Basketball,0,0,Team Sports,1954700,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
9741,1954701,True,EDWARDS Anthony,Male,United States,United States,193.0,,Basketball,Men,2001-08-05,United States,United States,Athlete,1,1,23,USA,Basketball,0,0,Team Sports,1954701,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
9742,1954705,True,HALIBURTON Tyrese,Male,United States,United States,196.0,,Basketball,Men,2000-02-29,United States,United States,Athlete,1,1,24,USA,Basketball,0,0,Team Sports,1954705,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
9743,1954709,True,HOLIDAY Jrue,Male,United States,United States,193.0,,Basketball,Men,1990-06-12,United States,United States,Athlete,1,1,34,USA,Basketball,0,0,Team Sports,1954709,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
9744,1954714,True,JAMES LeBron,Male,United States,United States,203.0,,Basketball,Men,1984-12-30,United States,United States,Athlete,1,1,39,USA,Basketball,0,0,Team Sports,1954714,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
9745,1954724,True,WHITE Derrick,Male,United States,United States,196.0,,Basketball,Men,1994-07-02,United States,,Athlete,1,1,30,USA,Basketball,0,0,Team Sports,1954724,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
9746,1954729,True,COLLIER Napheesa,Female,United States,United States,186.0,,Basketball,Women,1996-09-23,United States,United States,Athlete,1,1,28,USA,Basketball,0,0,Team Sports,1954729,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
9747,1954730,True,COPPER Kahleah,Female,United States,United States,185.0,,Basketball,Women,1994-08-28,United States,United States,Athlete,1,1,30,USA,Basketball,0,0,Team Sports,1954730,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
9748,1954734,True,GRAY Chelsea,Female,United States,United States,180.0,,Basketball,Women,1992-10-08,United States,United States,Athlete,1,1,32,USA,Basketball,0,0,Team Sports,1954734,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
9749,1954735,True,GRINER Brittney,Female,United States,United States,203.0,,Basketball,Women,1990-10-18,United States,United States,Athlete,1,1,34,USA,Basketball,0,0,Team Sports,1954735,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
9750,1954738,True,HOWARD Rhyne,Female,United States,United States,188.0,,3x3 Basketball,Women,2000-04-29,United States,United States,,1,1,24,USA,Basketball,0,0,Team Sports,1954738,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
9751,1954739,True,IONESCU Sabrina,Female,United States,United States,180.0,,Basketball,Women,1997-12-06,United States,United States,"Athlete, coach, director of athletic culture",1,1,26,USA,Basketball,0,1,Team Sports,1954739,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
9752,1954742,True,LOYD Jewell,Female,United States,United States,178.0,,Basketball,Women,1993-10-05,United States,,"Athlete, business owner",1,1,31,USA,Basketball,0,1,Team Sports,1954742,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
9753,1954748,True,PLUM Kelsey,Female,United States,United States,173.0,,Basketball,Women,1994-08-24,United States,United States,Athlete,1,1,30,USA,Basketball,0,0,Team Sports,1954748,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
9754,1954752,True,STEWART Breanna,Female,United States,United States,191.0,,Basketball,Women,1994-08-27,United States,United States,Athlete,1,1,30,USA,Basketball,0,0,Team Sports,1954752,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
9755,1954753,True,TAURASI Diana,Female,United States,United States,182.0,,Basketball,Women,1982-06-11,United States,,Athlete,1,1,42,USA,Basketball,0,0,Team Sports,1954753,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
9756,1954754,True,THOMAS Alyssa,Female,United States,United States,188.0,,Basketball,Women,1992-04-12,United States,United States,Athlete,1,1,32,USA,Basketball,0,0,Team Sports,1954754,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
9757,1954757,True,WILSON A'ja,Female,United States,United States,193.0,,Basketball,Women,1996-08-08,United States,United States,"Athlete, Business Owner",1,1,28,USA,Basketball,0,1,Team Sports,1954757,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
9758,1954758,True,YOUNG Jackie,Female,United States,United States,183.0,,Basketball,Women,1997-09-16,United States,United States,Athlete,1,1,27,USA,Basketball,0,0,Team Sports,1954758,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
9759,1954768,True,BURDICK Cierra,Female,United States,United States,190.0,,3x3 Basketball,Women,1993-09-30,United States,,Athlete,1,1,31,USA,Basketball,0,0,Team Sports,1954768,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
9760,1954736,True,HAMBY Dearica,Female,United States,United States,191.0,,3x3 Basketball,Women,1993-11-06,,,Athlete,1,1,31,USA,Basketball,0,0,Team Sports,1954736,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
9761,1951819,True,FARRINGTON Kent,Male,United States,United States,,,Equestrian,"Jumping Individual,Jumping Team",1980-12-28,United States,United States,"Athlete, horse trainer",2,1,43,USA,Equestrian,0,1,Equestrian Sports,1951819,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
9762,1951840,True,KRAUT Laura,Female,United States,United States,,,Equestrian,"Jumping Individual,Jumping Team",1965-11-14,United States,,"Athlete, coach, horse trainer",2,1,59,USA,Equestrian,0,1,Equestrian Sports,1951840,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
9763,1951875,True,WARD McLain,Male,United States,United States,,,Equestrian,"Jumping Individual,Jumping Team",1975-10-17,United States,United States,"Athlete, horse trainer",2,1,49,USA,Equestrian,0,1,Equestrian Sports,1951875,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
9764,1951802,True,COOK Karl,Male,United States,United States,,,Equestrian,Jumping Team,1990-12-25,,,Athlete,1,1,33,USA,Equestrian,0,0,Equestrian Sports,1951802,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
9765,1959781,True,HONG Asher,Male,United States,United States,,,Artistic Gymnastics,"Men,Mens Floor Exercise,Mens Horizontal Bar,Mens Parallel Bars,Mens Pommel Horse,Mens Rings,Mens Vault,Mens Team",2004-03-23,United States,United States,Athlete,8,1,20,USA,Gymnastics,0,0,Gymnastics & Acrobatic Sports,1959781,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
9766,1959811,True,RICHARD Frederick,Male,United States,United States,,,Artistic Gymnastics,"Men,Mens All-Around,Mens Floor Exercise,Mens Horizontal Bar,Mens Parallel Bars,Mens Pommel Horse,Mens Rings,Mens Vault,Mens Team",2004-04-23,United States,United States,Athlete,9,1,20,USA,Gymnastics,0,0,Gymnastics & Acrobatic Sports,1959811,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
9767,1959814,True,RIVERA Hezly,Female,United States,United States,,,Artistic Gymnastics,"Women,Womens Balance Beam,Womens Floor Exercise,Womens Uneven Bars,Womens Vault,Womens Team",2008-06-04,United States,United States,Athlete,6,1,16,USA,Gymnastics,0,0,Gymnastics & Acrobatic Sports,1959814,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
9768,1959823,True,MALONE Brody,Male,United States,United States,,,Artistic Gymnastics,"Men,Mens All-Around,Mens Floor Exercise,Mens Horizontal Bar,Mens Parallel Bars,Mens Pommel Horse,Mens Rings,Mens Vault,Mens Team",2000-01-07,United States,United States,Athlete,9,1,24,USA,Gymnastics,0,0,Gymnastics & Acrobatic Sports,1959823,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
9769,1959825,True,CHILES Jordan,Female,United States,United States,,,Artistic Gymnastics,"Women,Womens All-Around,Womens Balance Beam,Womens Floor Exercise,Womens Uneven Bars,Womens Vault,Womens Team",2001-04-15,United States,United States,"Athlete, business owner",7,1,23,USA,Gymnastics,0,1,Gymnastics & Acrobatic Sports,1959825,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
9770,1959855,True,JUDA Paul,Male,United States,United States,,,Artistic Gymnastics,"Men,Mens All-Around,Mens Floor Exercise,Mens Horizontal Bar,Mens Parallel Bars,Mens Pommel Horse,Mens Rings,Mens Vault,Mens Team",2001-07-07,United States,United States,Athlete,9,1,23,USA,Gymnastics,0,0,Gymnastics & Acrobatic Sports,1959855,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
9771,1959861,True,BILES Simone,Female,United States,United States,,,Artistic Gymnastics,"Women,Womens All-Around,Womens Balance Beam,Womens Floor Exercise,Womens Uneven Bars,Womens Vault,Womens Team",1997-03-14,United States,United States,Athlete,7,1,27,USA,Gymnastics,0,0,Gymnastics & Acrobatic Sports,1959861,0.0,1.0,3.0,4.0,4.0,4.0,4.0,1.0
9772,1959865,True,NEDOROSCIK Stephen,Male,United States,United States,,,Artistic Gymnastics,"Men,Mens Floor Exercise,Mens Horizontal Bar,Mens Parallel Bars,Mens Pommel Horse,Mens Rings,Mens Vault,Mens Team",1998-10-28,United States,United States,Athlete,8,1,26,USA,Gymnastics,0,0,Gymnastics & Acrobatic Sports,1959865,2.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0
9773,1959866,True,LEE Sunisa,Female,United States,United States,,,Artistic Gymnastics,"Women,Womens All-Around,Womens Balance Beam,Womens Floor Exercise,Womens Uneven Bars,Womens Vault,Womens Team",2003-03-09,United States,United States,Athlete,7,1,21,USA,Gymnastics,0,0,Gymnastics & Acrobatic Sports,1959866,2.0,0.0,1.0,3.0,3.0,3.0,3.0,1.0
9774,1917738,True,CARLINI Lauren,Female,United States,United States,185.0,,Volleyball,Women,1995-02-28,United States,,Athlete,1,1,29,USA,Volleyball,0,0,Team Sports,1917738,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
9775,1917741,True,DREWS Andrea,Female,United States,United States,191.0,,Volleyball,Women,1993-12-25,United States,,Athlete,1,1,30,USA,Volleyball,0,0,Team Sports,1917741,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
9776,1917746,True,HANCOCK Micha,Female,United States,United States,180.0,,Volleyball,Women,1992-11-10,United States,United States,,1,1,32,USA,Volleyball,0,0,Team Sports,1917746,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
9777,1917752,True,LARSON Jordan,Female,United States,United States,188.0,,Volleyball,Women,1986-10-16,United States,,"Athlete, coach",1,1,38,USA,Volleyball,0,1,Team Sports,1917752,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
9778,1917756,True,OGBOGU Chiaka,Female,United States,United States,188.0,,Volleyball,Women,1995-04-15,United States,,Athlete,1,1,29,USA,Volleyball,0,0,Team Sports,1917756,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
9779,1917757,True,PLUMMER Kathryn,Female,United States,United States,198.0,,Volleyball,Women,1998-10-16,United States,,Athlete,1,1,26,USA,Volleyball,0,0,Team Sports,1917757,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
9780,1917758,True,POULTER Jordyn,Female,United States,United States,188.0,,Volleyball,Women,1997-07-31,United States,United States,Athlete,1,1,27,USA,Volleyball,0,0,Team Sports,1917758,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
9781,1917759,True,RETTKE Dana,Female,United States,United States,203.0,,Volleyball,Women,1999-01-21,United States,,Athlete,1,1,25,USA,Volleyball,0,0,Team Sports,1917759,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
9782,1917760,True,ROBINSON Kelsey,Female,United States,United States,188.0,,Volleyball,Women,1992-06-25,United States,,Athlete,1,1,32,USA,Volleyball,0,0,Team Sports,1917760,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
9783,1917762,True,SKINNER Avery,Female,United States,United States,186.0,,Volleyball,Women,1999-04-25,United States,,Athlete,1,1,25,USA,Volleyball,0,0,Team Sports,1917762,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
9784,1917765,True,THOMPSON Jordan,Female,United States,United States,193.0,,Volleyball,Women,1997-05-05,United States,,Athlete,1,1,27,USA,Volleyball,0,0,Team Sports,1917765,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
9785,1917766,True,WASHINGTON Haleigh,Female,United States,United States,190.0,,Volleyball,Women,1995-09-22,United States,,Athlete,1,1,29,USA,Volleyball,0,0,Team Sports,1917766,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
9786,1917769,True,WONG-ORANTES Justine,Female,United States,United States,168.0,,Volleyball,Women,1995-10-06,United States,,Athlete,1,1,29,USA,Volleyball,0,0,Team Sports,1917769,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
9787,1917982,True,MA'A Micah,Male,United States,United States,192.0,,Volleyball,Men,1997-04-16,United States,,Athlete,1,1,27,USA,Volleyball,0,0,Team Sports,1917982,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
9788,1917987,True,ANDERSON Matthew,Male,United States,United States,202.0,,Volleyball,Men,1987-04-18,United States,,Athlete,1,1,37,USA,Volleyball,0,0,Team Sports,1917987,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
9789,1917988,True,AVERILL Taylor,Male,United States,United States,201.0,,Volleyball,Men,1992-03-05,United States,,Athlete,1,1,32,USA,Volleyball,0,0,Team Sports,1917988,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
9790,1917991,True,CHRISTENSON Micah,Male,United States,United States,198.0,,Volleyball,Men,1993-05-08,United States,,Athlete,1,1,31,USA,Volleyball,0,0,Team Sports,1917991,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
9791,1917993,True,DEFALCO Torey,Male,United States,United States,198.0,,Volleyball,Men,1997-04-10,United States,,Athlete,1,1,27,USA,Volleyball,0,0,Team Sports,1917993,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
9792,1917994,True,ENSING Kyle,Male,United States,United States,201.0,,Volleyball,Men,1997-03-06,United States,,Athlete,1,1,27,USA,Volleyball,0,0,Team Sports,1917994,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
9793,1918000,True,HOLT Maxwell,Male,United States,United States,205.0,,Volleyball,Men,1987-03-12,United States,,Athlete,1,1,37,USA,Volleyball,0,0,Team Sports,1918000,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
9794,1918002,True,JAESCHKE Thomas,Male,United States,United States,198.0,,Volleyball,Men,1993-09-04,United States,,Athlete,1,1,31,USA,Volleyball,0,0,Team Sports,1918002,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
9795,1918003,True,JENDRYK II Jeffrey,Male,United States,United States,208.0,,Volleyball,Men,1995-09-15,United States,,Athlete,1,1,29,USA,Volleyball,0,0,Team Sports,1918003,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
9796,1918007,True,MUAGUTUTIA Garrett,Male,United States,United States,196.0,,Volleyball,Men,1988-02-26,United States,,Athlete,1,1,36,USA,Volleyball,0,0,Team Sports,1918007,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
9797,1918009,True,RUSSELL Aaron,Male,United States,United States,205.0,,Volleyball,Men,1993-06-04,United States,,Athlete,1,1,31,USA,Volleyball,0,0,Team Sports,1918009,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
9798,1918011,True,SHOJI Erik,Male,United States,United States,184.0,,Volleyball,Men,1989-08-24,United States,,Athlete,1,1,35,USA,Volleyball,0,0,Team Sports,1918011,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
9799,1918012,True,SMITH David,Male,United States,United States,201.0,,Volleyball,Men,1985-05-15,United States,,Athlete,1,1,39,USA,Volleyball,0,0,Team Sports,1918012,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
9800,1574107,True,OOSTHUIZEN Ryan,Male,South Africa,South Africa,189.0,92.0,Rugby Sevens,Men,1995-05-22,South Africa,South Africa,Athlete,1,1,29,ZAF,Rugby,0,0,Team Sports,1574107,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
9801,1574108,True,VISSER Impi,Male,South Africa,South Africa,188.0,90.0,Rugby Sevens,Men,1995-05-30,South Africa,,Athlete,1,1,29,ZAF,Rugby,0,0,Team Sports,1574108,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
9802,1574109,True,DAVIDS Zain,Male,South Africa,South Africa,182.0,100.0,Rugby Sevens,Men,1997-05-04,South Africa,South Africa,Athlete,1,1,27,ZAF,Rugby,0,0,Team Sports,1574109,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
9803,1574112,True,BROWN Ronald,Male,South Africa,South Africa,175.0,75.0,Rugby Sevens,Men,1995-09-02,South Africa,,Athlete,1,1,29,ZAF,Rugby,0,0,Team Sports,1574112,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
9804,1574114,True,WILLIAMS Shaun,Male,South Africa,South Africa,174.0,78.0,Rugby Sevens,Men,1998-04-13,South Africa,,Athlete,1,1,26,ZAF,Rugby,0,0,Team Sports,1574114,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
9805,1574121,True,SPECMAN Rosko,Male,South Africa,South Africa,175.0,80.0,Rugby Sevens,Men,1989-04-28,South Africa,South Africa,"Athlete, electrician",1,1,35,ZAF,Rugby,0,1,Team Sports,1574121,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
9806,1574134,True,LEYDS Tristan,Male,South Africa,South Africa,182.0,72.0,Rugby Sevens,Men,1997-05-24,South Africa,South Africa,Athlete,1,1,27,ZAF,Rugby,0,0,Team Sports,1574134,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
9807,1888932,True,DAVIDS Selvyn,Male,South Africa,South Africa,172.0,75.0,Rugby Sevens,Men,1994-03-26,South Africa,South Africa,Athlete,1,1,30,ZAF,Rugby,0,0,Team Sports,1888932,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
9808,1574106,True,GROBBELAAR Christie,Male,South Africa,South Africa,192.0,95.0,Rugby Sevens,Men,2000-05-25,,,Athlete,1,1,24,ZAF,Rugby,0,0,Team Sports,1574106,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
9809,1574111,True,PRETORIUS Tiaan,Male,South Africa,South Africa,185.0,92.0,Rugby Sevens,Men,2001-02-19,,South Africa,Athlete,1,1,23,ZAF,Rugby,0,0,Team Sports,1574111,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
9810,1574119,True,van WYK Shilton,Male,South Africa,South Africa,175.0,74.0,Rugby Sevens,Men,1999-12-22,,South Africa,Athlete,1,1,24,ZAF,Rugby,0,0,Team Sports,1574119,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
9811,1888936,True,NORTJE Quewin,Male,South Africa,South Africa,182.0,84.0,Rugby Sevens,Men,2003-01-14,,,Athlete,1,1,21,ZAF,Rugby,0,0,Team Sports,1888936,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
9812,1981055,True,SIMBINE Akani,Male,South Africa,South Africa,176.0,,Athletics,"Mens 100m,Mens 4x 100m Relay",1993-09-21,South Africa,South Africa,Athlete,2,1,31,ZAF,Athletics,0,0,Athletics,1981055,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
9813,1981059,True,MASWANGANYI Shaun,Male,South Africa,South Africa,185.0,,Athletics,"Mens 100m,Mens 200m,Mens 4x 100m Relay",2001-02-01,South Africa,United States,Athlete,3,1,23,ZAF,Athletics,0,0,Athletics,1981059,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
9814,4339445,True,WALAZA Bayanda,Male,South Africa,South Africa,167.0,,Athletics,Mens 4x 100m Relay,2006-02-09,,,Athlete,1,1,18,ZAF,Athletics,0,0,Athletics,4339445,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
9815,4343340,True,NKOANA Bradley,Male,South Africa,South Africa,178.0,,Athletics,Mens 4x 100m Relay,2005-01-27,,,Athlete,1,1,19,ZAF,Athletics,0,0,Athletics,4343340,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
9816,1935998,True,WALSH Gretchen,Female,United States,United States,,,Swimming,"Womens 100m Butterfly,Womens 100m Freestyle,Womens 4x 100m Freestyle Relay,Womens 4x 100m Medley Relay,Womens 50m Freestyle,Mixed 4x 100m Medley Relay",2003-01-29,United States,United States,Student,6,1,21,USA,Aquatics,1,0,Aquatic Sports,1935998,0.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0
9817,1979019,True,IVANCHENKO Alena,Female,AIN,Russian Federation,,,Cycling Road,Womens Road Race,2003-11-16,,,"Athlete, student",1,1,21,,Cycling,1,0,Cycling & Multi-Terrain Sports,,,,,,,,,
